Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
Y 0.85 Ca 0.15 Ba 2 Cu 3 O 6.58,{},80.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 0.285 Zr 0.61 O 0.105,{},2.09,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.2 Th 0.8 Ni C 2,{},4.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 Ca 0.1 Cu 4 O 8,{},85.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.5 Sm 0.5 Ba Ca Cu 3 O 7,{},66.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Ba 2 Cu 3 O 6.67,{},85.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.4 Zr 0.6,{},7.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 0.65 Ge 0.1 Al 0.25,{},7.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.2 Th 0.8,{},1.87,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 1.1 Ti 1.9 O 4,{},10.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 25 Ti 74 Ta,{},7.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C Nb 0.1 Zr 0.9,{},4.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tm Ni 1.88 Co 0.24 B 2 C,{},1.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co In 4.96 Cd 0.04,{},2.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 0.57 Pb 0.38 In 0.05 Te,{},0.703,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 0.98 La 0.02 Os 4 Sb 12,{},1.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 41 Zr 59,{},2.44,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.425 Nd 0.4 Sr 0.175 Cu O 4,{},25.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 2 Mo 6 Se 6,{},1.425,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Ir 3 B 2,{},2.09,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 0.75 Si 0.2 Al 0.05,{},11.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.95 Rh 0.05,{},0.075,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pt 3 V,{},0.254,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 7 F 4 O 8 B,{},0.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.9 Sb 0.1,{},5.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 0.02 Pr 1.83 Ce 0.15 Cu O 4,{},18.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.91 Zn 0.09 O 6.6,{},6.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ta 0.035 V 0.965,{},4.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.95 Pr 0.85 Sr 0.2 Cu O 4,{},27.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.7 Gd 1.3 Ca Ba 2.2 Sr 0.8 Cu 6.44 In 0.56 O 16.6,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.1 Ba 1.65 La 1.25 Cu 3 O 7.03,{},29.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 7 Ir 3,{},2.33,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 0.005 La 0.995,{},4.935,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.75 Sn 0.25,{},5.95,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.81 Zn 0.08 Co 0.11 As 2,{},11.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr Ni 1.5 V 0.5,{},0.43,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B 0.67 Mg 0.33,{},6.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.9 Ce 0.1 Ru 2,{},3.012,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.3 U 0.7,{},1.97,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe As F 0.06 O 0.94,{},18.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2 In C,{},7.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.91 Ce 0.09 Fe 2 As 2,{},4.12,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Pt 2.94 Ni 0.06 Si,{},0.545,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 41.25 Ta 13.75 Ir 45,{},4.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.75 Sr 0.25 Cu O 3.921,{},19.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 1.844 Ce 0.156 Cu O 4,{},16.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C Mo 0.8 Ta 0.2,{},8.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3.99 Ni 0.01 O 8,{},78.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi,{},5.867142857,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 3 Zr,{},3.28,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Fe 1.5 Ru 0.5 As 2,{},10.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.987 Tl 0.013 Te,{},1.32,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm La 0.8 Sr 0.2 Cu O 3.925,{},19.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 0.807 Pb 0.142 In 0.05 Te,{},2.81,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ni 1.94 Co 0.06 B 2 C,{},11.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.98 Ni 0.02 O 6.95,{},87.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Nd 0.87 Ce 0.13 Cu O 3.975,{},16.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca 0.65 Y 0.35 Cu 2 O 8.3,{},74.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 3 Ga 0.793 Sb 0.207,{},6.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.3 Be 0.7,{},6.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.6 Cu 0.4 Sr La Cu O 5.06,{},37.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 1.05 Te 2,{},1.77,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 1.85 Ce 0.15 Cu 0.98 Zn 0.02 O 4.065,{},18.01,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 2 B Pd 0.9 Pt 2.1,{},2.31,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 1.3 Ba 1.3 Sr 0.4 O 6.828,{},35.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ni 1.86 Fe 0.14 B 2 C,{},6.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 1.1 Te,{},2.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca 0.9 Y 0.1 Cu 2 O 8.2,{},89.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C 3 Ho 0.4 Th 1.6,{},5.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.8 Rh 0.2,{},0.03,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 4 Rh 6 Sn 19,{},1.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B 2.5 Nb,{},6.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 2 Ir B 2,{},1.12,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Co 0.038 Mo 99.962,{},0.22,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tm Ba 2 Cu 3 O 6.94,{},89.88,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.9 Ba 1.5 Ca 0.6 Cu 3 O 6.74,{},73.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sc 0.7 Y 0.3 Ni 2 B 2 C,{},14.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.2 Ba 1.8 Cu 3 O 7.3,{},27.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi Pd Te,{},1.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.64 Ru 0.36 As 2,{},8.43,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tm Ni 1.98 Co 0.04 B 2 C,{},9.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.7 K 0.3 Fe 1.72 Co 0.28 As 2,{},12.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 5 V 2,{},3.57,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.5 K 0.5 Fe 2 As 2,{},35.28,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Ba 4 Cu 6 O 13.8,{},65.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 1.02 Te 0.5 Se 0.5,{},13.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe Se 0.4 Te 0.6,{},14.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.875 Ba 0.05 Sr 0.075 Cu O 4,{},15.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Sr 2 Cu 2.75 Re 0.25 O 7.3,{},49.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.8 Y 0.2 Fe 0.997 Mn 0.003 As F 0.11 O 0.89,{},28.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 9.39 Pr 0.61 Pt 3 Fe 10 As 18,{},19.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 O 6.773,{},71.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.95 Bi 1.05 O 3,{},8.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.82 La 0.18 Fe As 1.99 P 0.01,{},39.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C Hf 0.5 Nb 0.5,{},4.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.97 Gd 0.03 Ru 2,{},2.73,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.91 Zn 0.09 O 6.95,{},56.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Ru 1.97 Co 0.03,{},3.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.1 Ti 0.9,{},3.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 0.89 La Ce 0.11 Cu O 4,{},24.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.8 Fe 1.979 Mn 0.021 Se 2,{},31.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 0.75 Ge 0.188 Al 0.062,{},11.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe Sr 2 Y Cu 2 O 7.66,{},43.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 2 Ba 2 Ca 0.9 Ce 0.1 Cu 2 O 8,{},100.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.988 Pd 0.012 Ga 2,{},1.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.95 Zn 0.05 O 6.63,{},25.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd Te,{},3.01,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.9 Ti 0.1,{},9.61,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.8 La 0.2 Fe 0.956 Co 0.044 As 2,{},35.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 15.9 Ca 7.6 Cu 17.6 C 3.3 B 2.6 O 53,{},105.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba Sr Cu 3 O 6.9,{},92.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe 0.9 Rh 0.1 As O,{},14.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Ti 2 Sb 1.6 Bi 0.4 O,{},3.47,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 0.9 Pr 0.1 Ba 2 Cu 3 O 6.75,{},35.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 0.1 Tl 0.9,{},3.57,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 22 Nb 78,{},15.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.98 Nb 0.02 Ga 4,{},8.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pt Sb,{},2.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 0.33 V 2 O 5,{},8.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ta 0.85 W 0.15,{},1.95,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.8 Tl 0.2,{},3.223,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ti 0.588 V 0.392 Fe 0.02,{},6.79,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.72 Nd 0.2 Ba 0.08 Cu O 4,{},16.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 0.71 Pr 1.14 Ce 0.15 Cu O 4,{},8.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C K,{},0.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 2 Mo 6 S 6 O 2,{},9.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.6 Er 0.4 Ba 2 Ca 0.8 Cu 4.8 O 11.424,{},76.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.25 Tl 0.75,{},3.64,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 4.4 Sr 3.6 Ca 2 Cu 4 O Y,{},83.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 0.92 La 0.08 Ni 2 B 2 C,{},13.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.5 Pb 0.5 Sr 1.7 La 0.3 Cu O 5.993,{},15.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf 0.33 Nb 0.33 V 0.33,{},6.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Ba 2 Cu 3 O 6.67,{},29.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.85 Ca 0.15 Nd Cu O 4,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 4.5 Tm 0.5 Ir 4 Si 10,{},2.84,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 11 Ca 10 Cu 24 O 41,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.85 Ce 0.15 Ru 2,{},2.444,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2.895 W 0.105 Al,{},16.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr Ru 0.95 Rh 0.05 P,{},6.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C 0.97 Ta,{},11.84,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.94 Ta 0.06,{},8.76,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pt Si,{},0.88,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 0.5 Pb 0.5 Sr 2 Ca 0.8 Y 0.2 Cu 2 O 7,{},105.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.996 Cu 0.004 B 2,{},38.11,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.5 Nd 0.5 Ca Ba 2 Cu 4.95 Mo 0.05 O 11.345,{},76.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B I 3,{},1.86,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 79.5 Sn 2.1 Al 6.1 Ge 12.3,{},9.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.6 Pr 0.4 Ba 2 Cu 3 O 6.85,{},27.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.07 Pb 0.93,{},7.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.26 U 0.74,{},1.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd Zr 3,{},2.96,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.6 Ca 0.4 Ba 1.6 La 0.4 Cu 3 O 6.95,{},82.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Tl Ba 2 Ca 3 Cu 4 O 12,{},110.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.8 Fe 0.2 O 6.85,{},57.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 0.9 Tb 0.1 Ni 2 B 2 C,{},8.52,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 2 As 2 Ca 5 Al 1.5 Ti 1.5 O 9,{},15.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga N,{},2.925,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B 5 Nb 1.8 Zr 0.2,{},5.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Yb Al B 4,{},0.08,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe As 0.47 P 0.53 H 0.09 O 0.91,{},10.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.98 Co 0.02 Rh 2 S 4,{},1.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 5 Ir 4 Si 8 Ge 2,{},6.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.7 Ca 0.3 Sr 1.5 Ba 0.5 Cu 2.8 Cr 0.2 O 7,{},41.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.6 Pr 0.4 Ba 2 Cu 3 O 6.929,{},45.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In,{},3.549542857,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 2 La,{},0.575,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Sr 2 Cu 2.85 Re 0.15 O Y,{},47.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Si 1.9 Ni 0.1,{},2.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.85 Sr 0.15 Cu 0.9 Mg 0.1 O 4,{},29.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.9 La 0.1 Ca Cu 2 O Y,{},85.04,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.9 W 0.1 Ba 2 Cu O 4.2,{},89.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 18.43 Er 4.57 Rh 6,{},0.97,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sb 1.16 S 5.16 Ta 2,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 1.5 Ba 0.5 Y Cu 2.8 Ga 0.2 O 6.96,{},32.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 0.1 La 1.7 Sr 0.2 Cu O 4,{},35.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.95 Ce 0.05 Ru 4 P 12,{},6.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Br 2,{},1.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.22 La 0.78,{},4.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.55 Al 0.225 Li 0.225 B 2,{},25.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 0.97 Co 0.03 Sr 2 Gd Cu O 8,{},13.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.75 Al 0.185 Ge 0.065,{},20.26,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Ba 2 Cu 2.9 Zn 0.1 O 6.83,{},29.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Pt 0.2 Ru 1.8,{},3.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.9 Ca 0.1 Ba 1.6 Sr 0.4 Cu 4 O 7.8,{},85.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe 0.94 Ni 0.06 As O,{},9.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.95 K 0.05 Ba 2 Cu 3 O 6.6,{},89.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 0.5 Pb 0.5 Sr 2 Ca Cu 2.95 Zn 0.05 O 7,{},73.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 0.255 V 0.745,{},13.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.85 Na 0.15 B 2,{},38.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 1.75 Ru 1.25 B 2,{},3.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr P 1.6 S 0.4,{},4.36,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 2 Cu Cl 2.25 O 2,{},31.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Cu C 0.85 B 0.15 O 5,{},32.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.28 Te 0.72,{},1.96,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca Si 2.2,{},1.37,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.97 Tl 0.03,{},4.109,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 1.14 Ta 2 S 5.14,{},3.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.745 Fe 0.255 O 7.08,{},53.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na Fe 0.979 Co 0.021 As,{},19.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe 0.89 Ir 0.11 As O,{},18.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th 1.2 Er 0.8 C 3,{},7.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 0.03 La 0.97,{},4.49,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ru B 4,{},1.38,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 0.9 Pr 0.1 Ba 2 Cu 3 O 6.75,{},36.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Fe As 0.55 P 0.45 F 0.05 O 0.95,{},15.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.788 K 0.212 Fe 2 As 2,{},19.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.84 Fe 0.16 O 6.959,{},53.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.8 La 0.2 Cu 4 O 8,{},44.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 Sr 0.1 Cu 4 O 7.9,{},78.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 2 Se,{},2.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
